Mon Feb 26 04:47:53 UTC 2018
TimeStramp,ECG,SpO2,Respiration
04:47:57,-21413.0,-6938.75,-28722.625
04:47:57,-21345.5625,-7229.125,-30118.375
04:47:57,-21344.0625,-7700.125,-31615.75
04:47:57,-21342.875,-8075.5625,-32620.375
04:47:57,-21276.625,-8319.8125,-33348.75
04:47:57,-21276.1875,-8710.625,-34078.25
04:47:57,-21276.25,-8965.25,-34519.25
04:47:57,-21276.5625,-9161.5625,-34887.75
04:47:57,-21342.8125,-9309.625,-35238.125
04:47:57,-21343.875,-9436.4375,-35442.625
04:47:57,-21345.3125,-9583.125,-35589.25
04:47:57,-21412.5625,-9520.6875,-35343.5
04:47:57,-21479.9375,-9408.125,-35227.625
04:47:57,-21482.25,-9408.5625,-35043.75
04:47:57,-21550.375,-9446.75,-34898.5
04:47:57,-21684.125,-9373.8125,-34602.625
04:47:57,-21752.6875,-9392.6875,-34558.375
04:47:57,-21821.4375,-9326.625,-34366.25
04:47:57,-21890.4375,-9273.4375,-33976.875
04:47:57,-21959.625,-9189.0625,-33518.875
04:47:57,-22094.5,-9072.75,-33069.0
04:47:57,-22164.0625,-8841.5625,-32519.875
04:47:57,-22233.8125,-8603.4375,-31919.0
04:47:57,-22303.6875,-8434.375,-31300.75
04:47:57,-22439.375,-8192.4375,-30775.125
04:47:57,-22509.625,-8019.75,-30339.375
04:47:57,-22580.0,-7823.1875,-29982.5
04:47:57,-22650.5625,-7727.625,-29695.375
04:47:57,-22721.25,-7543.0625,-29468.5
04:47:57,-22857.5625,-7277.75,-29256.125
04:47:57,-22863.125,-7210.25,-29015.625
04:47:57,-22934.1875,-7149.9375,-28784.375
04:47:57,-23071.0,-7020.8125,-28477.375
04:47:57,-23076.8125,-6931.5,-28178.5
04:47:57,-23082.75,-6880.3125,-27965.75
04:47:57,-23154.375,-6747.125,-27695.5
04:47:57,-23160.625,-6583.0625,-27186.75
04:47:57,-23101.5,-6428.0,-26800.0
04:47:57,-23042.5,-6230.0625,-26314.0
04:47:57,-23049.3125,-6027.125,-25769.75
04:47:57,-22990.8125,-5873.1875,-25329.25
04:47:57,-22932.5625,-5577.5625,-24618.75
04:47:57,-23005.375,-5566.75,-24136.75
04:47:57,-22881.875,-5198.3125,-23455.375
04:47:57,-22758.5,-4998.75,-22842.875
04:47:57,-22766.4375,-4803.5,-22323.875
04:47:57,-22643.4375,-4617.1875,-21752.75
04:47:57,-22520.8125,-4480.9375,-21341.375
04:47:57,-22332.75,-4326.75,-20836.75
04:47:57,-22276.0,-4167.5625,-20332.625
